Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
Toyota,2016.0,Nigerian Used,37986.0,25.0,Electric,Automatic,"6,240,000"
Mercedes-Benz,2010.0,Nigerian Used,120908.0,3500.0,Petrol,Automatic,"4,725,000"
Toyota,2012.0,Nigerian Used,217066.0,2400.0,Petrol,Automatic,"4,160,000"
Toyota,2008.0,Nigerian Used,236274.0,4800.0,Petrol,Automatic,"4,200,000"
Mercedes-Benz,2006.0,Foreign Used,155337.0,3500.0,Petrol,Automatic,"3,150,000"
Toyota,2012.0,Nigerian Used,49898.0,2500.0,Petrol,Automatic,"4,160,000"
Ford,2013.0,Nigerian Used,161753.0,35.0,Petrol,Automatic,"3,640,000"
Toyota,2009.0,Nigerian Used,173367.0,2700.0,Petrol,Automatic,"8,320,000"
Toyota,2008.0,Foreign Used,102613.0,3300.0,Petrol,Automatic,"4,725,000"
Toyota,2014.0,Nigerian Used,95945.0,2700.0,Petrol,Automatic,"15,225,000"
Infiniti,2013.0,Foreign Used,262159.0,3500.0,Petrol,Automatic,"9,360,000"
Toyota,2007.0,Nigerian Used,142870.0,3500.0,Petrol,Automatic,"3,640,000"
Mercedes-Benz,2008.0,Nigerian Used,54410.0,3274.9765625,Petrol,Automatic,"11,210,000"
Toyota,2005.0,Foreign Used,101284.0,3500.0,Petrol,Automatic,"3,952,000"
Lexus,2005.0,Nigerian Used,161376.0,3300.0,Petrol,Automatic,"3,432,000"
Toyota,2020.0,Foreign Used,66311.0,3274.9765625,Petrol,Automatic,"19,760,000"
Toyota,2008.0,Nigerian Used,299900.0,3500.0,Petrol,Automatic,"3,640,000"
Toyota,2006.0,Nigerian Used,107499.0,4000.0,Petrol,Automatic,"5,250,000"
Toyota,2012.0,Nigerian Used,74366.0,2500.0,Petrol,Automatic,"3,990,000"
Mercedes-Benz,2008.0,Nigerian Used,41175.0,3274.9765625,Petrol,Automatic,"14,010,000"
Toyota,2016.0,Nigerian Used,39961.0,2500.0,Petrol,Automatic,"5,250,000"
Infiniti,2006.0,Foreign Used,285514.0,5600.0,Petrol,Automatic,"4,462,500"
Infiniti,2011.0,Nigerian Used,80020.0,5600.0,Petrol,Automatic,"8,400,000"
Lexus,2007.0,Nigerian Used,96844.0,3500.0,Petrol,Automatic,"3,328,000"
Toyota,2007.0,Nigerian Used,207996.0,4000.0,Petrol,Automatic,"3,675,000"
Lexus,2010.0,Foreign Used,115026.0,3500.0,Petrol,Automatic,"9,672,000"
Toyota,2012.0,Nigerian Used,119306.0,2500.0,Petrol,Automatic,"3,675,000"
Mercedes-Benz,2008.0,Nigerian Used,141377.0,3274.9765625,Petrol,Automatic,"5,645,000"
Lexus,2007.0,Nigerian Used,106211.0,3500.0,Petrol,Automatic,"3,588,000"
Jeep,2018.0,Foreign Used,56222.0,3600.0,Petrol,Automatic,"37,440,000"
Toyota,2007.0,Foreign Used,177728.0,2400.0,Petrol,Automatic,"3,307,500"
Mercedes-Benz,2008.0,Nigerian Used,51879.0,3274.9765625,Petrol,Automatic,"9,582,500"
Toyota,2010.0,Nigerian Used,183175.0,30.0,Petrol,Automatic,"10,175,000"
Ford,2007.0,Foreign Used,182533.65556660038,3500.0,Petrol,Automatic,"3,150,000"
Toyota,2003.0,Foreign Used,178126.0,2700.0,Petrol,Manual,"17,850,000"
Toyota,2005.0,Nigerian Used,191857.0,2400.0,Petrol,Automatic,"3,120,000"
Toyota,2014.0,Foreign Used,134312.0,2500.0,Petrol,Automatic,"6,090,000"
Porsche,2014.0,Nigerian Used,61129.0,4800.0,Petrol,Automatic,"6,510,000"
Toyota,2012.0,Nigerian Used,66555.0,2500.0,Petrol,Automatic,"3,780,000"
Toyota,2008.0,Nigerian Used,169410.0,3274.9765625,Petrol,Automatic,"4,042,000"
Lexus,2006.0,Nigerian Used,290186.0,2500.0,Petrol,Automatic,"3,120,000"
Ford,2008.0,Nigerian Used,209016.0,3000.0,Petrol,Automatic,"2,392,000"
Toyota,2005.0,Nigerian Used,359333.0,1800.0,Petrol,Automatic,"2,193,750"
Lexus,2004.0,Nigerian Used,140740.0,3300.0,Petrol,Automatic,"3,150,000"
Mercedes-Benz,2008.0,Nigerian Used,141968.0,3274.9765625,Petrol,Automatic,"5,610,000"
Lexus,2006.0,Nigerian Used,119248.0,3300.0,Petrol,Automatic,"3,016,000"
Lexus,2008.0,Nigerian Used,175395.0,3500.0,Petrol,Automatic,"3,848,000"
Mercedes-Benz,2006.0,Nigerian Used,72991.0,3500.0,Petrol,Automatic,"3,360,000"
Toyota,2008.0,Nigerian Used,251684.0,3500.0,Petrol,Automatic,"3,885,000"
Toyota,2016.0,Nigerian Used,71610.0,2500.0,Petrol,Automatic,"5,775,000"
Mercedes-Benz,2010.0,Nigerian Used,84418.0,35.0,Petrol,Automatic,"3,150,000"
Lexus,2007.0,Nigerian Used,284317.0,2500.0,Petrol,Automatic,"3,016,000"
Toyota,2012.0,Nigerian Used,183925.0,2500.0,Petrol,Automatic,"4,992,000"
Lexus,2010.0,Foreign Used,165472.0,3500.0,Petrol,Automatic,"7,350,000"
Ford,2010.0,Nigerian Used,156649.0,4000.0,Petrol,Automatic,"3,675,000"
Ford,2008.0,Nigerian Used,43186.0,3274.9765625,Petrol,Automatic,"5,162,000"
Mercedes-Benz,2008.0,Nigerian Used,231782.0,3.0,Petrol,Automatic,"3,432,000"
Infiniti,2015.0,Foreign Used,135688.0,35000.0,Petrol,Automatic,"14,700,000"
Toyota,2004.0,Foreign Used,323594.0,3300.0,Petrol,Automatic,"3,640,000"
Mercedes-Benz,2012.0,Nigerian Used,101947.0,3000.0,Petrol,Automatic,"3,675,000"
Ford,2012.0,Nigerian Used,108728.0,3500.0,Petrol,Automatic,"3,640,000"
Toyota,2008.0,Nigerian Used,153048.0,3274.9765625,Petrol,Automatic,"8,746,000"
Mini,2016.0,Foreign Used,86735.0,1500.0,Petrol,Automatic,"6,300,000"
Toyota,2005.0,Foreign Used,284638.0,3300.0,Petrol,Automatic,"3,536,000"
Toyota,2012.0,Nigerian Used,95425.0,2400.0,Petrol,Automatic,"3,675,000"
Lexus,2010.0,Nigerian Used,78708.0,3500.0,Petrol,Automatic,"5,310,000"
Infiniti,2008.0,Nigerian Used,109552.0,5600.0,Petrol,Automatic,"3,675,000"
Toyota,2011.0,Foreign Used,87282.0,3274.9765625,Petrol,Automatic,"4,200,000"
Toyota,2012.0,Nigerian Used,61910.0,2000.0,Petrol,Automatic,"3,937,500"
Land Rover,2008.0,Nigerian Used,192232.0,3274.9765625,Petrol,Automatic,"3,370,000"
Toyota,2011.0,Nigerian Used,280121.0,2500.0,Petrol,Automatic,"3,640,000"
Mercedes-Benz,2007.0,Nigerian Used,245380.0,30.0,Diesel,Automatic,"7,350,000"
Infiniti,2008.0,Nigerian Used,250706.0,5600.0,Petrol,Automatic,"3,675,000"
Peugeot,2005.0,Nigerian Used,411415.0,2000.0,Petrol,Automatic,"2,475,000"
Toyota,2015.0,Nigerian Used,110471.0,2700.0,Petrol,Manual,"10,500,000"
Lexus,2008.0,Foreign Used,184977.0,3500.0,Petrol,Automatic,"4,992,000"
Toyota,2009.0,Nigerian Used,94618.0,3500.0,Petrol,Automatic,"4,725,000"
Toyota,2004.0,Foreign Used,204135.0,2400.0,Petrol,Automatic,"3,120,000"
Mercedes-Benz,2015.0,Foreign Used,113110.0,2000.0,Petrol,Automatic,"14,560,000"
Dodge,2011.0,Nigerian Used,260172.0,3600.0,Petrol,Automatic,"3,045,000"
Dodge,2006.0,Nigerian Used,163172.0,42000.0,Petrol,Automatic,"3,150,000"
Infiniti,2014.0,Nigerian Used,60219.0,3500.0,Petrol,Automatic,"9,450,000"
Lexus,2008.0,Nigerian Used,257449.0,3500.0,Petrol,Automatic,"3,570,000"
Mercedes-Benz,2012.0,Foreign Used,228207.0,3500.0,Petrol,Automatic,"7,350,000"
Dodge,2011.0,Foreign Used,163756.0,2400.0,Petrol,Automatic,"3,885,000"
Jaguar,2008.0,Foreign Used,149544.0,4200.0,Petrol,Automatic,"8,400,000"
Toyota,2013.0,Foreign Used,221667.0,3500.0,Petrol,Automatic,"8,840,000"
Toyota,2007.0,Nigerian Used,106027.0,24.0,Petrol,Automatic,"3,432,000"
Lexus,2008.0,Nigerian Used,186456.0,35.0,Petrol,Automatic,"3,570,000"
Seat,2012.0,Nigerian Used,274049.0,1200.0,Diesel,Manual,"2,520,000"
Infiniti,2010.0,Nigerian Used,48902.0,5600.0,Petrol,Automatic,"4,200,000"
Mercedes-Benz,2008.0,Nigerian Used,157093.0,3274.9765625,Petrol,Automatic,"4,745,000"
Ford,2013.0,Foreign Used,115361.0,30.0,Petrol,Automatic,"5,250,000"
Toyota,2007.0,Foreign Used,96952.0,3500.0,Petrol,Automatic,"3,848,000"
Toyota,2010.0,Foreign Used,85583.0,2500.0,Petrol,Automatic,"3,675,000"
Land Rover,2004.0,Nigerian Used,182533.65556660038,4400.0,Petrol,Automatic,"2,100,000"
Toyota,2008.0,Foreign Used,128369.0,3500.0,Petrol,Automatic,"3,640,000"
Toyota,2011.0,Nigerian Used,364344.0,2500.0,Petrol,Automatic,"3,560,000"
Lexus,2008.0,Nigerian Used,230751.0,3500.0,Petrol,Automatic,"4,472,000"
Jeep,2008.0,Nigerian Used,228941.0,3000.0,Petrol,Automatic,"1,680,000"
Toyota,2006.0,Nigerian Used,253577.0,3300.0,Petrol,Automatic,"3,328,000"
Infiniti,2008.0,Nigerian Used,115506.0,3274.9765625,Petrol,Automatic,"3,370,000"
Toyota,2006.0,Nigerian Used,97296.0,3500.0,Petrol,Automatic,"1,995,000"
Toyota,2011.0,Nigerian Used,123088.0,2500.0,Petrol,Automatic,"3,224,000"
Isuzu,2008.0,Nigerian Used,73844.0,3274.9765625,Petrol,Manual,"2,048,400"
Lexus,2008.0,Foreign Used,155665.0,3500.0,Petrol,Automatic,"3,570,000"
Toyota,2012.0,Nigerian Used,119606.0,2000.0,Petrol,Automatic,"3,150,000"
Porsche,2008.0,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"2,810,000"
Lexus,2007.0,Nigerian Used,203830.0,3500.0,Petrol,Automatic,"4,576,000"
Toyota,2010.0,Foreign Used,108433.0,3274.9765625,Petrol,Automatic,"5,720,000"
Ford,2016.0,Foreign Used,90908.0,35000.0,Petrol,Automatic,"12,600,000"
Mercedes-Benz,2008.0,Nigerian Used,112170.0,3274.9765625,Petrol,Automatic,"6,730,000"
Toyota,2011.0,Nigerian Used,61436.0,2000.0,Petrol,Automatic,"5,625,000"
Dodge,2014.0,Nigerian Used,69000.0,3600.0,Petrol,Automatic,"10,500,000"
Ford,2012.0,Nigerian Used,160553.0,3500.0,Petrol,Automatic,"4,160,000"
Ford,2008.0,Nigerian Used,218896.0,3500.0,Petrol,Automatic,"2,100,000"
Mercedes-Benz,2009.0,Nigerian Used,350929.0,3500.0,Petrol,Automatic,"3,150,000"
Ford,2008.0,Nigerian Used,171010.0,3274.9765625,Petrol,Automatic,"2,045,000"
Mercedes-Benz,2006.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"3,255,000"
Jaguar,2011.0,Foreign Used,177218.0,4000.0,Petrol,Automatic,"9,450,000"
Toyota,2011.0,Foreign Used,12683.0,2700.0,Petrol,Automatic,"14,175,000"
Acura,2009.0,Nigerian Used,182036.0,3500.0,Petrol,Automatic,"3,120,000"
Toyota,2010.0,Nigerian Used,99830.0,3300.0,Petrol,Automatic,"3,120,000"
Lexus,2007.0,Nigerian Used,123673.0,3500.0,Petrol,Automatic,"3,952,000"
Toyota,2009.0,Foreign Used,459418.0,3500.0,Petrol,Automatic,"4,160,000"
Ford,2005.0,Nigerian Used,301242.0,5400.0,Petrol,Automatic,"2,912,000"
Toyota,2011.0,Foreign Used,177590.0,3500.0,Petrol,Automatic,"5,880,000"
Mercedes-Benz,2016.0,Foreign Used,52855.0,2000.0,Petrol,Automatic,"15,600,000"
Ford,2009.0,Foreign Used,114203.0,3500.0,Petrol,Automatic,"2,835,000"
Toyota,2007.0,Foreign Used,237858.0,3500.0,Petrol,Automatic,"3,640,000"
Ford,2008.0,Nigerian Used,180814.0,3274.9765625,Petrol,Automatic,"4,266,000"
Skoda,2012.0,Nigerian Used,41077.0,1600.0,Petrol,Automatic,"3,150,000"
Mercedes-Benz,2013.0,Nigerian Used,115724.0,3500.0,Petrol,Automatic,"5,736,000"
Ford,2007.0,Foreign Used,182533.65556660038,3000.0,Petrol,Automatic,"2,625,000"
Peugeot,2003.0,Nigerian Used,3963.0,1600.0,Petrol,Automatic,"1,462,500"
Mercedes-Benz,2013.0,Nigerian Used,125394.0,4700.0,Petrol,Automatic,"12,375,000"
Ford,2002.0,Nigerian Used,247814.0,4000.0,Petrol,Automatic,"2,100,000"
Lexus,2011.0,Nigerian Used,181282.0,3500.0,Petrol,Automatic,"7,280,000"
Ford,2016.0,Nigerian Used,115658.0,3500.0,Petrol,Automatic,"10,500,000"
Toyota,2008.0,Nigerian Used,154309.0,3274.9765625,Petrol,Automatic,"5,050,000"
Toyota,2007.0,Foreign Used,197253.0,3300.0,Petrol,Automatic,"3,990,000"
Mercedes-Benz,2008.0,Nigerian Used,60180.0,3274.9765625,Petrol,Automatic,"7,850,000"
Land Rover,2008.0,Nigerian Used,29555.0,3274.9765625,Petrol,Automatic,"17,930,000"
Toyota,2002.0,Nigerian Used,187433.0,3000.0,Petrol,Automatic,"2,100,000"
Dodge,2013.0,Foreign Used,184192.0,5700.0,Petrol,Automatic,"11,550,000"
Toyota,2008.0,Foreign Used,201641.0,2400.0,Petrol,Automatic,"3,045,000"
Land Rover,2007.0,Nigerian Used,131041.0,4400.0,Petrol,Automatic,"2,625,000"
Mercedes-Benz,2006.0,Nigerian Used,2418.0,5000.0,Petrol,Automatic,"4,935,000"
Toyota,2006.0,Foreign Used,82216.0,3000.0,Petrol,Automatic,"3,224,000"
Mercedes-Benz,2008.0,Nigerian Used,57309.0,3274.9765625,Petrol,Automatic,"6,730,000"
Ford,2004.0,Foreign Used,398223.0,4000.0,Petrol,Automatic,"2,940,000"
Lexus,2010.0,Nigerian Used,93872.0,3500.0,Petrol,Automatic,"6,775,000"
Mercedes-Benz,2008.0,Nigerian Used,82420.0,3274.9765625,Petrol,Automatic,"17,930,000"
Mercedes-Benz,2008.0,Nigerian Used,145284.0,3274.9765625,Petrol,Automatic,"6,730,000"
Land Rover,2008.0,Nigerian Used,139707.0,3274.9765625,Petrol,Automatic,"2,586,000"
Lexus,2008.0,Nigerian Used,100098.0,3500.0,Petrol,Automatic,"3,675,000"
Mercedes-Benz,2008.0,Nigerian Used,62217.0,3274.9765625,Petrol,Automatic,"24,650,000"
Ford,2008.0,Nigerian Used,205321.0,3274.9765625,Petrol,Automatic,"3,282,500"
Lexus,2008.0,Nigerian Used,97925.0,3274.9765625,Petrol,Automatic,"2,922,000"
Lexus,2008.0,Nigerian Used,310333.0,3500.0,Petrol,Automatic,"3,432,000"
Lexus,2008.0,Nigerian Used,41774.0,3274.9765625,Petrol,Automatic,"13,450,000"
Lexus,2008.0,Nigerian Used,126224.0,3274.9765625,Petrol,Automatic,"2,362,000"
Toyota,2008.0,Nigerian Used,170154.0,3274.9765625,Petrol,Automatic,"6,730,000"
Toyota,2019.0,Foreign Used,5359.0,1800.0,Petrol,Automatic,"9,975,000"
Jaguar,2005.0,Nigerian Used,99187.0,2700.0,Diesel,Automatic,"3,675,000"
Dodge,2005.0,Foreign Used,157972.0,3300.0,Petrol,Automatic,"2,625,000"
Dodge,2010.0,Foreign Used,349934.0,3300.0,Petrol,Automatic,"3,360,000"
Lexus,2008.0,Nigerian Used,9976050.0,3500.0,Petrol,Automatic,"3,255,000"
Toyota,2012.0,Nigerian Used,323406.0,2500.0,Petrol,Automatic,"3,990,000"
Toyota,2014.0,Nigerian Used,30778.0,2400.0,Petrol,Automatic,"4,200,000"
Nissan,2007.0,Nigerian Used,173224.0,3500.0,Petrol,Automatic,"1,518,750"
Mercedes-Benz,2012.0,Nigerian Used,50149.0,3500.0,Petrol,Automatic,"7,800,000"
Toyota,2009.0,Nigerian Used,172537.0,3500.0,Petrol,Automatic,"4,725,000"
Mercedes-Benz,2010.0,Nigerian Used,34365.0,3500.0,Petrol,Automatic,"7,280,000"
Mercedes-Benz,2008.0,Nigerian Used,65126.0,3274.9765625,Petrol,Automatic,"4,490,000"
Ford,2007.0,Nigerian Used,115975.0,3500.0,Petrol,Automatic,"2,200,000"
Jaguar,2008.0,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"4,500,000"
Porsche,2017.0,Nigerian Used,68343.0,3600.0,Petrol,Automatic,"18,900,000"
Toyota,2004.0,Nigerian Used,158023.0,4700.0,Petrol,Automatic,"1,837,500"
Lexus,2015.0,Foreign Used,98733.0,2500.0,Petrol,Automatic,"9,450,000"
Lexus,2004.0,Nigerian Used,182267.0,4700.0,Petrol,Automatic,"2,625,000"
Lexus,2002.0,Brand New,111408.0,3000.0,Petrol,Automatic,"2,625,000"
Hyundai,2011.0,Foreign Used,139301.0,2400.0,Petrol,Automatic,"4,160,000"
Hyundai,2015.0,Nigerian Used,85847.0,1600.0,Petrol,Automatic,"5,040,000"
Toyota,2007.0,Nigerian Used,209228.0,2700.0,Petrol,Manual,"4,200,000"
Toyota,2009.0,Foreign Used,139042.0,2400.0,Petrol,Automatic,"3,640,000"
Toyota,2008.0,Nigerian Used,141473.0,2400.0,Petrol,Automatic,"2,925,000"
Mercedes-Benz,2008.0,Nigerian Used,263539.0,3000.0,Petrol,Automatic,"3,150,000"
Ford,2007.0,Foreign Used,467397.0,3500.0,Petrol,Automatic,"2,835,000"
Lexus,2008.0,Nigerian Used,242032.0,3274.9765625,Petrol,Automatic,"2,922,000"
Toyota,2009.0,Nigerian Used,85296.0,3500.0,Petrol,Automatic,"4,830,000"
Toyota,2005.0,Nigerian Used,258088.0,3300.0,Petrol,Automatic,"2,288,000"
Mercedes-Benz,2008.0,Nigerian Used,48780.0,3274.9765625,Petrol,Automatic,"19,050,000"
Toyota,2015.0,Nigerian Used,70075.0,3000.0,Petrol,Automatic,"4,725,000"
Toyota,2015.0,Foreign Used,71146.0,1800.0,Petrol,Automatic,"6,500,000"
Hyundai,2011.0,Foreign Used,262343.0,2400.0,Petrol,Automatic,"3,675,000"
Hyundai,2011.0,Foreign Used,177739.0,2400.0,Petrol,Automatic,"4,888,000"
Mercedes-Benz,2011.0,Foreign Used,182533.65556660038,3000.0,Petrol,Automatic,"5,460,000"
Toyota,2009.0,Nigerian Used,169241.0,2400.0,Petrol,Automatic,"3,016,000"
Lexus,2006.0,Foreign Used,201926.0,3000.0,Petrol,Automatic,"4,160,000"
Mercedes-Benz,2012.0,Nigerian Used,95610.0,4700.0,Petrol,Automatic,"4,350,000"
Toyota,2015.0,Foreign Used,62298.0,1800.0,Petrol,Automatic,"6,032,000"
Lexus,2010.0,Nigerian Used,163603.0,3500.0,Petrol,Automatic,"4,688,000"
Hyundai,2013.0,Foreign Used,190676.0,2000.0,Petrol,Automatic,"3,517,500"
Lexus,2007.0,Nigerian Used,182533.65556660038,3600.0,Petrol,Automatic,"4,992,000"
Toyota,2012.0,Nigerian Used,370677.0,2500.0,Petrol,Automatic,"4,387,500"
Hyundai,2008.0,Nigerian Used,5843.0,3274.9765625,Petrol,Manual,"7,895,000"
Toyota,2013.0,Foreign Used,79207.0,2400.0,Petrol,Automatic,"4,960,000"
Ford,2012.0,Nigerian Used,88139.0,2000.0,Petrol,Automatic,"3,675,000"
Land Rover,2008.0,Nigerian Used,78565.0,4400.0,Petrol,Automatic,"2,415,000"
Toyota,2009.0,Foreign Used,167190.0,1800.0,Petrol,Automatic,"4,160,000"
Toyota,2016.0,Foreign Used,218050.0,1800.0,Petrol,Automatic,"6,760,000"
Hyundai,2011.0,Foreign Used,189814.0,2000.0,Petrol,Automatic,"3,255,000"
Lexus,2004.0,Nigerian Used,220223.0,3300.0,Petrol,Automatic,"2,600,000"
Lexus,2005.0,Foreign Used,101051.0,3300.0,Petrol,Automatic,"2,520,000"
Ford,2003.0,Nigerian Used,426254.0,4000.0,Petrol,Automatic,"2,047,500"
Toyota,2008.0,Nigerian Used,307470.0,2400.0,Petrol,Automatic,"2,835,000"
Toyota,2008.0,Nigerian Used,126364.0,3274.9765625,Petrol,Automatic,"7,850,000"
Lexus,2014.0,Foreign Used,187603.0,3300.0,Petrol,Automatic,"9,240,000"
Jeep,2008.0,Nigerian Used,190057.0,3274.9765625,Petrol,Automatic,"3,930,000"
Hyundai,2011.0,Foreign Used,115527.0,2400.0,Petrol,Automatic,"3,675,000"
Hyundai,2017.0,Nigerian Used,66012.0,1600.0,Petrol,Automatic,"6,825,000"
Mercedes-Benz,2013.0,Nigerian Used,239707.0,4500.0,Petrol,Automatic,"18,720,000"
Ford,2012.0,Nigerian Used,130722.0,3500.0,Petrol,CVT,"2,835,000"
Toyota,2010.0,Nigerian Used,108350.0,2400.0,Petrol,Automatic,"3,712,500"
Ford,2008.0,Nigerian Used,49215.0,3274.9765625,Petrol,Automatic,"3,930,000"
Hyundai,2008.0,Nigerian Used,200830.0,3274.9765625,Petrol,Manual,"4,000,000"
Lexus,2010.0,Foreign Used,279373.0,3500.0,Petrol,Automatic,"9,880,000"
Hyundai,2013.0,Foreign Used,139775.0,2000.0,Petrol,Automatic,"8,112,000"
Toyota,2019.0,Foreign Used,16170.0,1800.0,Hybrid,CVT,"14,175,000"
Mercedes-Benz,2007.0,Nigerian Used,210226.0,4500.0,Petrol,Automatic,"4,249,440"
Toyota,2008.0,Nigerian Used,22914.0,3274.9765625,Petrol,Automatic,"10,202,000"
Mercedes-Benz,2010.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"6,032,000"
Mercedes-Benz,2007.0,Foreign Used,192028.0,3500.0,Petrol,Automatic,"6,448,000"
Lexus,2004.0,Nigerian Used,179555.0,3400.0,Petrol,Automatic,"3,640,000"
Toyota,2011.0,Foreign Used,147685.0,1800.0,Petrol,Automatic,"4,472,000"
Hyundai,2012.0,Nigerian Used,259708.0,2000.0,Petrol,Automatic,"3,640,000"
Jeep,2011.0,Foreign Used,119865.0,3700.0,Petrol,Automatic,"5,775,000"
Porsche,2008.0,Nigerian Used,148559.0,3274.9765625,Petrol,Automatic,"2,698,000"
Hyundai,2018.0,Foreign Used,159401.0,2400.0,Petrol,Automatic,"13,125,000"
Hyundai,2011.0,Foreign Used,229956.0,2400.0,Petrol,Automatic,"3,360,000"
Acura,2005.0,Foreign Used,288147.0,3500.0,Petrol,Automatic,"2,310,000"
Lexus,2004.0,Nigerian Used,78851.0,3600.0,Petrol,Automatic,"3,848,000"
Lexus,2002.0,Foreign Used,10540.0,35.0,Petrol,Automatic,"2,730,000"
Lexus,2003.0,Nigerian Used,299647.0,4700.0,Petrol,Automatic,"3,675,000"
Hyundai,2012.0,Foreign Used,129479.0,2000.0,Petrol,Automatic,"4,168,000"
Lexus,2010.0,Nigerian Used,108096.0,5700.0,Petrol,Automatic,"15,750,000"
Toyota,2011.0,Foreign Used,95491.0,1800.0,Petrol,Automatic,"4,680,000"
Toyota,2010.0,Foreign Used,185585.0,1800.0,Petrol,Automatic,"3,675,000"
Hyundai,2016.0,Foreign Used,194783.0,2400.0,Petrol,Automatic,"5,250,000"
Toyota,2008.0,Nigerian Used,56479.0,3500.0,Petrol,Automatic,"5,400,000"
Mercedes-Benz,2008.0,Nigerian Used,84716.0,3274.9765625,Petrol,Automatic,"5,610,000"
Toyota,2006.0,Foreign Used,136201.0,2500.0,Petrol,Automatic,"2,625,000"
Lexus,2003.0,Nigerian Used,252622.0,3500.0,Petrol,Automatic,"2,600,000"
Pontiac,2007.0,Foreign Used,322537.0,3400.0,Petrol,Automatic,"2,205,000"
Ford,2008.0,Foreign Used,298967.0,5400.0,Petrol,Automatic,"2,625,000"
Hyundai,2008.0,Nigerian Used,116158.0,3274.9765625,Petrol,Automatic,"4,490,000"
Fiat,2008.0,Nigerian Used,319568.0,3274.9765625,Petrol,Automatic,"1,620,000"
Toyota,2017.0,Foreign Used,101103.0,1800.0,Petrol,Automatic,"7,350,000"
Toyota,2012.0,Foreign Used,78080.0,2800.0,Petrol,Automatic,"4,200,000"
Toyota,2006.0,Nigerian Used,206432.0,3300.0,Petrol,Automatic,"2,860,000"
Ford,2007.0,Nigerian Used,127500.0,4000.0,Petrol,Automatic,"2,205,000"
Toyota,2013.0,Foreign Used,74142.0,1800.0,Petrol,Automatic,"4,095,000"
Toyota,2003.0,Nigerian Used,199651.0,4000.0,Petrol,Automatic,"2,912,000"
Toyota,2010.0,Nigerian Used,87786.0,2400.0,Petrol,Automatic,"3,150,000"
Toyota,2004.0,Nigerian Used,345811.0,3300.0,Petrol,Automatic,"2,496,000"
Jeep,2008.0,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"5,610,000"
Lexus,2007.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"3,150,000"
Toyota,2009.0,Foreign Used,207347.0,1800.0,Petrol,Automatic,"3,727,500"
Hummer,2005.0,Nigerian Used,139809.0,6000.0,Petrol,Automatic,"6,300,000"
Lexus,2005.0,Nigerian Used,134607.0,4500.0,Petrol,Automatic,"2,625,000"
Hyundai,2016.0,Nigerian Used,191019.0,2400.0,Petrol,Automatic,"4,725,000"
Chevrolet,2000.0,Foreign Used,319491.0,2200.0,Petrol,Manual,"3,150,000"
Toyota,2007.0,Nigerian Used,102334.0,2400.0,Petrol,Automatic,"2,415,000"
MG,2003.0,Nigerian Used,105744.0,1800.0,Diesel,Automatic,"1,575,000"
Toyota,2015.0,Foreign Used,236022.0,1800.0,Petrol,Automatic,"6,090,000"
Hyundai,2015.0,Foreign Used,172745.0,2400.0,Petrol,Automatic,"5,775,000"
Dodge,2012.0,Nigerian Used,190880.0,3500.0,Petrol,Automatic,"4,725,000"
Honda,2010.0,Nigerian Used,308710.0,1300.0,Petrol,Automatic,"2,940,000"
Toyota,2013.0,Foreign Used,88055.0,2500.0,Petrol,Automatic,"5,720,000"
Toyota,2007.0,Nigerian Used,81254.0,3500.0,Petrol,Automatic,"2,600,000"
Toyota,2005.0,Nigerian Used,98692.0,2400.0,Petrol,Automatic,"2,600,000"
Ford,2012.0,Nigerian Used,226281.0,3500.0,Petrol,Automatic,"2,520,000"
Toyota,2007.0,Nigerian Used,163559.0,3500.0,Petrol,Automatic,"2,520,000"
Acura,2008.0,Nigerian Used,158238.0,2300.0,Petrol,Automatic,"3,432,000"
Hyundai,2011.0,Foreign Used,138548.0,2400.0,Petrol,Automatic,"3,952,000"
Hyundai,2014.0,Foreign Used,112615.0,2400.0,Petrol,Automatic,"6,825,000"
Hyundai,2015.0,Nigerian Used,180020.0,2400.0,Petrol,Automatic,"5,250,000"
Toyota,2009.0,Nigerian Used,124173.0,2400.0,Petrol,Automatic,"3,328,000"
Hyundai,2018.0,Foreign Used,134257.0,1800.0,Petrol,Automatic,"8,400,000"
Toyota,2013.0,Nigerian Used,78485.0,3500.0,Petrol,Automatic,"4,680,000"
Lexus,2004.0,Nigerian Used,254872.0,3300.0,Petrol,Automatic,"3,150,000"
Ford,2008.0,Nigerian Used,206590.0,3274.9765625,Petrol,Automatic,"4,154,000"
Land Rover,2014.0,Foreign Used,204656.0,3500.0,Petrol,Automatic,"22,050,000"
Toyota,2010.0,Foreign Used,93012.0,1800.0,Petrol,Automatic,"4,680,000"
Toyota,2009.0,Foreign Used,306514.0,1800.0,Petrol,Automatic,"3,570,000"
Hyundai,2016.0,Nigerian Used,77842.0,2400.0,Petrol,Automatic,"6,032,000"
Toyota,2012.0,Nigerian Used,82882.0,2500.0,Petrol,Automatic,"3,570,000"
